game_id,start_utc
2019-12-01-LAL-DAL,1575249600
2020-01-16-BOS-MIL,1579209600
2021-05-19-GSW-LAL,1621387200
2022-12-25-MEM-GSW,1672012800
2023-06-01-MIA-DEN,1685577600
